Cycle/PCAM,XAI Method,Sample ID,Continuity,Compactness,Correctness,Consistency,XQS
5,SHAP,41,0.233,0.439,0.87,0.224,0.257
5,SHAP,42,0.141,0.452,0.086,0.266,0.443
5,SHAP,43,0.365,0.481,0.973,0.393,0.316
5,SHAP,44,0.113,0.45,0.924,0.289,0.232
5,SHAP,45,0.196,0.428,0.939,0.113,0.2
5,SHAP,46,0.082,0.47,0.976,0.222,0.199
5,SHAP,47,0.354,0.404,0.231,0.265,0.448
5,SHAP,48,0.282,0.472,0.971,0.249,0.258
5,SHAP,49,0.267,0.416,0.105,0.192,0.443
5,SHAP,50,0.318,0.501,0.044,0.166,0.485
5,SHAP,51,0.342,0.424,0.901,0.293,0.289
5,SHAP,52,0.439,0.483,0.057,0.28,0.536
5,SHAP,53,0.246,0.385,0.913,0.151,0.217
5,SHAP,54,0.129,0.391,0.945,0.084,0.165
5,SHAP,55,0.251,0.412,0.848,0.209,0.256
5,SHAP,56,0.094,0.443,0.984,0.196,0.187
5,SHAP,57,0.349,0.454,0.155,0.152,0.45
5,SHAP,58,0.112,0.396,0.906,0.1,0.175
5,SHAP,59,0.345,0.413,0.209,0.171,0.43
5,SHAP,60,0.239,0.477,0.134,0.178,0.44
5,SHAP,61,0.278,0.419,0.924,0.375,0.287
5,SHAP,62,0.078,0.416,0.96,0.129,0.166
5,SHAP,63,0.054,0.406,0.174,0.147,0.359
5,SHAP,64,0.379,0.514,0.04,0.45,0.576
5,SHAP,65,0.243,0.466,0.209,0.328,0.457
5,SHAP,66,0.056,0.418,0.031,0.321,0.441
5,SHAP,67,0.035,0.434,0.873,0.249,0.211
5,SHAP,68,0.401,0.416,0.186,0.167,0.449
5,SHAP,69,0.203,0.434,0.862,0.281,0.264
5,SHAP,70,0.282,0.431,0.965,0.255,0.251
5,SHAP,71,0.184,0.432,0.868,0.267,0.254
5,SHAP,72,0.087,0.439,0.955,0.221,0.198
5,SHAP,73,0.082,0.412,0.832,0.176,0.209
5,SHAP,74,0.129,0.444,0.89,0.302,0.246
5,SHAP,75,0.253,0.548,0.112,0.147,0.459
5,SHAP,76,0.302,0.474,0.067,0.212,0.48
5,SHAP,77,0.171,0.417,0.097,0.255,0.436
5,SHAP,78,0.022,0.458,0.166,0.203,0.379
5,SHAP,79,0.186,0.45,0.907,0.193,0.231
5,SHAP,80,0.231,0.443,0.138,0.137,0.418
5,SHAP,81,0.168,0.429,0.118,0.331,0.452
5,SHAP,82,0.21,0.439,0.952,0.397,0.273
5,SHAP,83,0.055,0.502,0.241,0.207,0.381
5,SHAP,84,0.224,0.445,0.196,0.221,0.424
5,SHAP,85,0.29,0.435,0.175,0.228,0.444
5,SHAP,86,0.257,0.469,0.097,0.236,0.466
5,SHAP,87,0.229,0.471,0.153,0.254,0.45
5,SHAP,88,0.151,0.419,0.954,0.114,0.182
5,SHAP,89,0.316,0.433,0.347,0.269,0.418
5,SHAP,90,0.491,0.425,0.959,0.218,0.294
5,SHAP,91,0.317,0.447,0.167,0.259,0.464
5,SHAP,92,0.231,0.395,0.251,0.17,0.386
5,SHAP,93,0.181,0.476,0.947,0.218,0.232
5,SHAP,94,0.262,0.509,0.913,0.302,0.29
5,SHAP,95,0.103,0.442,0.945,0.07,0.168
5,SHAP,96,0.471,0.465,0.124,0.34,0.538
5,SHAP,97,0.227,0.43,0.888,0.299,0.267
5,SHAP,98,0.179,0.457,0.932,0.313,0.254
5,SHAP,99,0.112,0.434,0.956,0.122,0.178
6,GradCAM,0,1.0,0.291,0.943,0.986,0.583
6,GradCAM,1,1.0,0.361,0.384,0.973,0.737
6,GradCAM,2,1.0,0.442,0.415,0.999,0.757
6,GradCAM,3,1.0,0.511,0.291,0.987,0.802
6,GradCAM,4,1.0,0.236,0.971,0.975,0.56
6,GradCAM,5,1.0,0.389,0.792,0.981,0.645
6,GradCAM,6,1.0,0.322,0.6,0.988,0.678
6,GradCAM,7,1.0,0.256,0.399,0.961,0.704
6,GradCAM,8,1.0,0.504,0.231,0.999,0.818
6,GradCAM,9,0.999,0.282,0.393,0.925,0.703
6,GradCAM,10,1.0,0.374,0.753,0.989,0.653
6,GradCAM,11,1.0,0.536,0.429,0.997,0.776
6,GradCAM,12,1.0,0.405,0.097,0.99,0.825
6,GradCAM,13,1.0,0.413,0.168,0.985,0.807
6,GradCAM,14,1.0,0.3,0.586,0.995,0.677
6,GradCAM,15,1.0,0.393,0.625,0.984,0.688
6,GradCAM,16,0.999,0.24,0.4,0.928,0.692
6,GradCAM,17,0.999,0.287,0.694,0.967,0.64
6,GradCAM,18,1.0,0.352,0.603,0.989,0.684
6,GradCAM,19,1.0,0.317,0.704,0.989,0.651
6,GradCAM,20,0.999,0.262,0.688,0.98,0.638
6,GradCAM,21,1.0,0.484,0.989,0.998,0.623
6,GradCAM,22,1.0,0.419,0.975,0.995,0.61
6,GradCAM,23,1.0,0.35,0.566,0.979,0.691
6,GradCAM,24,0.999,0.24,0.771,0.983,0.613
6,GradCAM,25,1.0,0.355,0.212,0.994,0.784
6,GradCAM,26,1.0,0.395,0.986,0.995,0.601
6,GradCAM,27,1.0,0.328,0.69,0.962,0.65
6,GradCAM,28,1.0,0.207,0.802,0.965,0.592
6,GradCAM,29,0.999,0.248,0.181,0.939,0.751
6,GradCAM,30,1.0,0.267,0.68,0.969,0.639
6,GradCAM,31,1.0,0.398,0.353,0.995,0.76
6,GradCAM,32,1.0,0.487,0.446,0.997,0.759
6,GradCAM,33,1.0,0.339,0.456,0.992,0.719
6,GradCAM,34,1.0,0.264,0.6,0.991,0.664
6,GradCAM,35,1.0,0.305,0.436,0.994,0.716
6,GradCAM,36,1.0,0.292,0.478,0.993,0.702
6,GradCAM,37,1.0,0.53,0.298,0.998,0.808
6,GradCAM,38,1.0,0.246,0.699,0.989,0.634
6,GradCAM,39,0.998,0.358,0.991,0.972,0.584
6,GradCAM,40,1.0,0.342,0.649,0.991,0.671
6,GradCAM,41,1.0,0.279,0.447,0.986,0.704
6,GradCAM,42,1.0,0.265,0.663,0.978,0.645
6,GradCAM,43,1.0,0.21,0.803,0.98,0.597
6,GradCAM,44,1.0,0.369,0.774,0.961,0.639
6,GradCAM,45,1.0,0.217,0.954,0.973,0.559
6,GradCAM,46,1.0,0.486,0.838,0.995,0.66
6,GradCAM,47,1.0,0.512,0.69,0.994,0.704
6,GradCAM,48,1.0,0.356,0.475,0.974,0.714
6,GradCAM,49,0.999,0.275,0.47,0.95,0.688
6,GradCAM,50,1.0,0.419,0.126,0.997,0.822
6,GradCAM,51,1.0,0.28,0.883,0.972,0.592
6,GradCAM,52,1.0,0.59,0.183,0.996,0.851
6,GradCAM,53,1.0,0.217,0.451,0.955,0.68
6,GradCAM,54,1.0,0.373,0.94,0.992,0.606
6,GradCAM,55,0.999,0.271,0.457,0.964,0.694
6,GradCAM,56,1.0,0.267,0.71,0.948,0.626
6,GradCAM,57,1.0,0.234,0.913,0.99,0.578
6,GradCAM,58,1.0,0.352,0.799,0.894,0.612
6,GradCAM,59,1.0,0.26,0.87,0.986,0.594
6,GradCAM,60,1.0,0.386,0.694,0.994,0.671
6,GradCAM,61,1.0,0.314,0.704,0.986,0.649
6,GradCAM,62,0.989,0.211,0.934,0.93,0.549
6,GradCAM,63,1.0,0.284,0.917,0.974,0.585
6,GradCAM,64,1.0,0.65,0.146,0.999,0.876
6,GradCAM,65,1.0,0.351,0.877,0.998,0.618
6,GradCAM,66,1.0,0.468,0.171,0.998,0.824
6,GradCAM,67,1.0,0.402,0.518,0.989,0.718
6,GradCAM,68,1.0,0.364,0.629,0.994,0.682
6,GradCAM,69,1.0,0.305,0.953,0.988,0.585
6,GradCAM,70,1.0,0.358,0.716,0.995,0.659
6,GradCAM,71,1.0,0.269,0.308,0.983,0.736
6,GradCAM,72,0.997,0.256,0.991,0.983,0.561
6,GradCAM,73,0.999,0.148,0.748,0.965,0.591
6,GradCAM,74,0.999,0.269,0.938,0.951,0.571
6,GradCAM,75,1.0,0.439,0.551,0.996,0.721
6,GradCAM,76,1.0,0.47,0.47,0.992,0.748
6,GradCAM,77,1.0,0.255,0.541,0.972,0.671
6,GradCAM,78,0.999,0.309,0.812,0.977,0.618
6,GradCAM,79,0.999,0.353,0.658,0.988,0.671
6,GradCAM,80,1.0,0.367,0.571,0.993,0.698
6,GradCAM,81,1.0,0.372,0.231,0.988,0.782
6,GradCAM,82,1.0,0.316,0.728,0.987,0.644
6,GradCAM,83,1.0,0.301,0.802,0.997,0.624
6,GradCAM,84,1.0,0.311,0.696,0.992,0.652
6,GradCAM,85,1.0,0.257,0.485,0.996,0.692
6,GradCAM,86,1.0,0.327,0.353,0.974,0.737
6,GradCAM,87,1.0,0.287,0.723,0.993,0.639
6,GradCAM,88,1.0,0.413,0.935,0.99,0.617
6,GradCAM,89,1.0,0.331,0.872,0.992,0.613
6,GradCAM,90,1.0,0.411,0.728,0.996,0.67
6,GradCAM,91,1.0,0.225,0.462,0.988,0.688
6,GradCAM,92,0.999,0.249,0.873,0.982,0.589
6,GradCAM,93,0.999,0.335,0.463,0.951,0.705
6,GradCAM,94,0.999,0.261,0.823,0.972,0.602
6,GradCAM,95,0.972,0.192,0.984,0.863,0.511
6,GradCAM,96,1.0,0.493,0.187,0.997,0.826
6,GradCAM,97,1.0,0.282,0.763,0.99,0.627
6,GradCAM,98,0.999,0.316,0.911,0.992,0.599
6,GradCAM,99,0.999,0.362,0.987,0.976,0.588
6,SHAP,0,0.23,0.414,0.946,0.209,0.227
6,SHAP,1,0.282,0.449,0.916,0.353,0.292
6,SHAP,2,0.471,0.45,0.072,0.289,0.534
6,SHAP,3,0.002,0.498,0.118,0.42,0.451
6,SHAP,4,0.075,0.46,0.927,0.226,0.208
6,SHAP,5,0.13,0.403,0.931,0.222,0.206
6,SHAP,6,0.24,0.443,0.159,0.251,0.444
6,SHAP,7,0.167,0.408,0.927,0.165,0.203
6,SHAP,8,0.561,0.496,0.047,0.392,0.6
6,SHAP,9,0.313,0.444,0.909,0.25,0.275
6,SHAP,10,0.026,0.4,0.098,0.227,0.389
6,SHAP,11,0.376,0.515,0.109,0.246,0.507
6,SHAP,12,0.249,0.434,0.042,0.265,0.476
6,SHAP,13,0.25,0.427,0.815,0.179,0.26
6,SHAP,14,0.159,0.442,0.083,0.221,0.435
6,SHAP,15,0.475,0.471,0.979,0.165,0.283
6,SHAP,16,0.264,0.45,0.939,0.21,0.246
6,SHAP,17,0.193,0.438,0.969,0.268,0.233
6,SHAP,18,0.458,0.488,0.964,0.266,0.312
6,SHAP,19,0.309,0.454,0.114,0.219,0.467
6,SHAP,20,0.339,0.429,0.892,0.253,0.282
6,SHAP,21,0.093,0.416,0.962,0.224,0.193
6,SHAP,22,0.073,0.413,0.974,0.107,0.155
6,SHAP,23,0.202,0.416,0.117,0.18,0.42
6,SHAP,24,0.28,0.462,0.129,0.214,0.457
6,SHAP,25,0.197,0.412,0.129,0.29,0.443
6,SHAP,26,0.108,0.42,0.932,0.15,0.187
6,SHAP,27,0.302,0.453,0.138,0.345,0.49
6,SHAP,28,0.219,0.388,0.894,0.171,0.221
6,SHAP,29,0.272,0.464,0.795,0.146,0.272
6,SHAP,30,0.314,0.409,0.154,0.147,0.429
6,SHAP,31,0.223,0.521,0.083,0.367,0.507
6,SHAP,32,0.388,0.469,0.227,0.381,0.503
6,SHAP,33,0.221,0.522,0.131,0.271,0.471
6,SHAP,34,0.122,0.441,0.139,0.276,0.425
6,SHAP,35,0.188,0.441,0.16,0.254,0.431
6,SHAP,36,0.207,0.426,0.09,0.229,0.443
6,SHAP,37,0.472,0.51,0.129,0.386,0.56
6,SHAP,38,0.027,0.462,0.217,0.246,0.38
6,SHAP,39,0.11,0.389,0.968,0.141,0.168
6,SHAP,40,0.104,0.414,0.852,0.213,0.22
6,SHAP,41,0.069,0.449,0.904,0.203,0.204
6,SHAP,42,0.11,0.423,0.142,0.288,0.42
6,SHAP,43,0.486,0.504,0.962,0.4,0.357
6,SHAP,44,0.25,0.456,0.943,0.25,0.253
6,SHAP,45,0.184,0.434,0.932,0.118,0.201
6,SHAP,46,0.245,0.422,0.974,0.191,0.221
6,SHAP,47,0.038,0.404,0.162,0.239,0.38
6,SHAP,48,0.261,0.5,0.985,0.301,0.269
6,SHAP,49,0.242,0.42,0.094,0.19,0.439
6,SHAP,50,0.359,0.44,0.04,0.164,0.481
6,SHAP,51,0.364,0.442,0.931,0.299,0.294
6,SHAP,52,0.197,0.503,0.045,0.258,0.478
6,SHAP,53,0.478,0.462,0.962,0.161,0.285
6,SHAP,54,0.025,0.401,0.959,0.121,0.147
6,SHAP,55,0.189,0.458,0.88,0.249,0.254
6,SHAP,56,0.199,0.431,0.985,0.208,0.213
6,SHAP,57,0.223,0.398,0.199,0.146,0.392
6,SHAP,58,0.117,0.416,0.934,0.158,0.189
6,SHAP,59,0.608,0.427,0.155,0.173,0.513
6,SHAP,60,0.476,0.446,0.103,0.15,0.492
6,SHAP,61,0.14,0.416,0.895,0.325,0.247
6,SHAP,62,0.111,0.428,0.958,0.128,0.177
6,SHAP,63,0.102,0.426,0.194,0.151,0.371
6,SHAP,64,0.666,0.655,0.018,0.472,0.694
6,SHAP,65,0.161,0.461,0.3,0.338,0.415
6,SHAP,66,0.243,0.416,0.038,0.258,0.47
6,SHAP,67,0.132,0.389,0.858,0.266,0.232
6,SHAP,68,0.487,0.448,0.139,0.158,0.488
6,SHAP,69,0.116,0.437,0.898,0.253,0.227
6,SHAP,70,0.319,0.45,0.94,0.312,0.285
6,SHAP,71,0.307,0.432,0.867,0.279,0.288
6,SHAP,72,0.081,0.42,0.959,0.221,0.191
6,SHAP,73,0.206,0.437,0.903,0.245,0.246
6,SHAP,74,0.1,0.445,0.905,0.267,0.227
6,SHAP,75,0.417,0.463,0.087,0.187,0.495
6,SHAP,76,0.171,0.445,0.053,0.227,0.447
6,SHAP,77,0.192,0.398,0.086,0.255,0.44
6,SHAP,78,0.169,0.407,0.139,0.182,0.405
6,SHAP,79,0.29,0.421,0.894,0.183,0.25
6,SHAP,80,0.243,0.499,0.142,0.143,0.436
6,SHAP,81,0.399,0.41,0.09,0.334,0.513
6,SHAP,82,0.563,0.504,0.833,0.366,0.4
6,SHAP,83,0.244,0.426,0.299,0.214,0.396
6,SHAP,84,0.278,0.403,0.157,0.226,0.437
6,SHAP,85,0.34,0.458,0.181,0.23,0.462
6,SHAP,86,0.198,0.445,0.1,0.233,0.444
6,SHAP,87,0.304,0.429,0.143,0.251,0.46
6,SHAP,88,0.138,0.398,0.968,0.139,0.177
6,SHAP,89,0.152,0.439,0.171,0.272,0.423
6,SHAP,90,0.122,0.409,0.924,0.251,0.214
6,SHAP,91,0.236,0.459,0.136,0.257,0.454
6,SHAP,92,0.154,0.414,0.233,0.167,0.376
6,SHAP,93,0.198,0.392,0.97,0.208,0.207
6,SHAP,94,0.143,0.414,0.934,0.299,0.231
6,SHAP,95,0.111,0.443,0.967,0.125,0.178
6,SHAP,96,0.182,0.467,0.119,0.345,0.469
6,SHAP,97,0.007,0.417,0.872,0.279,0.208
6,SHAP,98,0.306,0.432,0.918,0.298,0.28
6,SHAP,99,0.076,0.4,0.956,0.157,0.169
7,GradCAM,0,0.999,0.287,0.924,0.985,0.587
7,GradCAM,1,1.0,0.306,0.418,0.974,0.715
7,GradCAM,2,1.0,0.455,0.435,0.999,0.755
7,GradCAM,3,1.0,0.559,0.299,0.988,0.812
7,GradCAM,4,0.999,0.264,0.96,0.977,0.57
7,GradCAM,5,1.0,0.391,0.837,0.983,0.634
7,GradCAM,6,1.0,0.368,0.604,0.988,0.688
7,GradCAM,7,1.0,0.255,0.509,0.96,0.677
7,GradCAM,8,1.0,0.5,0.205,0.999,0.824
7,GradCAM,9,0.999,0.31,0.409,0.93,0.708
7,GradCAM,10,1.0,0.383,0.724,0.989,0.662
7,GradCAM,11,1.0,0.549,0.446,0.997,0.775
7,GradCAM,12,1.0,0.443,0.137,0.987,0.823
7,GradCAM,13,1.0,0.405,0.171,0.986,0.805
7,GradCAM,14,1.0,0.307,0.59,0.995,0.678
7,GradCAM,15,1.0,0.389,0.685,0.984,0.672
7,GradCAM,16,0.999,0.24,0.365,0.926,0.7
7,GradCAM,17,0.999,0.283,0.653,0.96,0.647
7,GradCAM,18,0.999,0.32,0.605,0.981,0.674
7,GradCAM,19,1.0,0.326,0.68,0.989,0.659
7,GradCAM,20,1.0,0.255,0.584,0.977,0.662
7,GradCAM,21,1.0,0.512,0.98,0.998,0.632
7,GradCAM,22,1.0,0.435,0.967,0.995,0.616
7,GradCAM,23,1.0,0.333,0.539,0.981,0.694
7,GradCAM,24,0.999,0.235,0.745,0.983,0.618
7,GradCAM,25,1.0,0.381,0.225,0.994,0.788
7,GradCAM,26,0.999,0.4,0.976,0.995,0.605
7,GradCAM,27,1.0,0.331,0.701,0.968,0.649
7,GradCAM,28,1.0,0.222,0.756,0.969,0.609
7,GradCAM,29,0.999,0.245,0.24,0.938,0.736
7,GradCAM,30,1.0,0.273,0.68,0.97,0.641
7,GradCAM,31,1.0,0.405,0.345,0.996,0.764
7,GradCAM,32,1.0,0.488,0.449,0.997,0.759
7,GradCAM,33,1.0,0.331,0.502,0.992,0.705
7,GradCAM,34,1.0,0.28,0.571,0.991,0.675
7,GradCAM,35,1.0,0.337,0.454,0.994,0.719
7,GradCAM,36,1.0,0.319,0.498,0.992,0.703
7,GradCAM,37,1.0,0.573,0.29,0.998,0.82
7,GradCAM,38,1.0,0.289,0.693,0.989,0.646
7,GradCAM,39,0.998,0.353,0.984,0.975,0.586
7,GradCAM,40,1.0,0.372,0.636,0.992,0.682
7,GradCAM,41,1.0,0.293,0.535,0.986,0.686
7,GradCAM,42,1.0,0.266,0.612,0.98,0.659
7,GradCAM,43,1.0,0.228,0.807,0.982,0.601
7,GradCAM,44,1.0,0.39,0.722,0.967,0.658
7,GradCAM,45,0.999,0.207,0.926,0.974,0.564
7,GradCAM,46,1.0,0.507,0.77,0.995,0.683
7,GradCAM,47,1.0,0.513,0.678,0.995,0.708
7,GradCAM,48,1.0,0.384,0.505,0.973,0.713
7,GradCAM,49,0.999,0.266,0.455,0.945,0.689
7,GradCAM,50,1.0,0.414,0.155,0.997,0.814
7,GradCAM,51,0.999,0.296,0.847,0.976,0.606
7,GradCAM,52,1.0,0.586,0.25,0.996,0.833
7,GradCAM,53,0.998,0.218,0.35,0.946,0.703
7,GradCAM,54,1.0,0.347,0.932,0.991,0.601
7,GradCAM,55,1.0,0.309,0.509,0.967,0.692
7,GradCAM,56,1.0,0.262,0.707,0.954,0.627
7,GradCAM,57,1.0,0.239,0.917,0.99,0.578
7,GradCAM,58,0.999,0.313,0.764,0.904,0.613
7,GradCAM,59,0.999,0.232,0.849,0.985,0.592
7,GradCAM,60,0.999,0.303,0.73,0.992,0.641
7,GradCAM,61,0.999,0.334,0.739,0.987,0.645
7,GradCAM,62,0.999,0.228,0.917,0.933,0.561
7,GradCAM,63,1.0,0.341,0.908,0.975,0.602
7,GradCAM,64,1.0,0.643,0.113,0.998,0.882
7,GradCAM,65,1.0,0.341,0.899,0.998,0.61
7,GradCAM,66,1.0,0.472,0.191,0.998,0.82
7,GradCAM,67,1.0,0.421,0.525,0.99,0.721
7,GradCAM,68,1.0,0.378,0.636,0.995,0.684
7,GradCAM,69,0.999,0.343,0.942,0.988,0.597
7,GradCAM,70,1.0,0.354,0.647,0.993,0.675
7,GradCAM,71,0.999,0.277,0.265,0.98,0.748
7,GradCAM,72,0.999,0.248,0.98,0.983,0.563
7,GradCAM,73,0.999,0.149,0.672,0.967,0.611
7,GradCAM,74,0.996,0.241,0.944,0.949,0.56
7,GradCAM,75,1.0,0.447,0.494,0.997,0.737
7,GradCAM,76,1.0,0.499,0.399,0.993,0.773
7,GradCAM,77,1.0,0.267,0.509,0.973,0.683
7,GradCAM,78,1.0,0.301,0.751,0.979,0.632
7,GradCAM,79,1.0,0.353,0.581,0.988,0.69
7,GradCAM,80,1.0,0.372,0.544,0.994,0.706
7,GradCAM,81,1.0,0.391,0.247,0.988,0.783
7,GradCAM,82,1.0,0.307,0.698,0.988,0.649
7,GradCAM,83,1.0,0.312,0.796,0.997,0.628
7,GradCAM,84,1.0,0.339,0.668,0.992,0.666
7,GradCAM,85,1.0,0.26,0.49,0.996,0.691
7,GradCAM,86,0.999,0.349,0.303,0.972,0.754
7,GradCAM,87,1.0,0.293,0.709,0.992,0.644
7,GradCAM,88,1.0,0.431,0.908,0.991,0.629
7,GradCAM,89,1.0,0.312,0.842,0.991,0.615
7,GradCAM,90,1.0,0.399,0.731,0.995,0.666
7,GradCAM,91,1.0,0.22,0.348,0.988,0.715
7,GradCAM,92,0.999,0.248,0.851,0.983,0.595
7,GradCAM,93,1.0,0.29,0.315,0.945,0.73
7,GradCAM,94,0.999,0.268,0.798,0.976,0.611
7,GradCAM,95,0.962,0.198,0.975,0.879,0.516
7,GradCAM,96,1.0,0.492,0.204,0.997,0.821
7,GradCAM,97,1.0,0.325,0.711,0.989,0.651
7,GradCAM,98,0.999,0.317,0.911,0.993,0.6
7,GradCAM,99,0.999,0.349,0.982,0.976,0.586
7,SHAP,0,0.155,0.39,0.93,0.214,0.207
7,SHAP,1,0.273,0.47,0.901,0.3,0.286
7,SHAP,2,0.415,0.492,0.065,0.329,0.543
7,SHAP,3,0.394,0.45,0.116,0.422,0.538
7,SHAP,4,0.228,0.406,0.89,0.219,0.241
7,SHAP,5,0.055,0.429,0.925,0.223,0.195
7,SHAP,6,0.345,0.469,0.137,0.217,0.473
7,SHAP,7,0.289,0.444,0.918,0.182,0.249
7,SHAP,8,0.618,0.445,0.046,0.383,0.6
7,SHAP,9,0.058,0.472,0.912,0.261,0.22
7,SHAP,10,0.297,0.412,0.139,0.278,0.462
7,SHAP,11,0.367,0.419,0.104,0.256,0.485
7,SHAP,12,0.376,0.403,0.06,0.246,0.491
7,SHAP,13,0.227,0.389,0.815,0.179,0.245
7,SHAP,14,0.193,0.428,0.108,0.249,0.44
7,SHAP,15,0.103,0.457,0.966,0.149,0.186
7,SHAP,16,0.025,0.408,0.892,0.228,0.193
7,SHAP,17,0.142,0.433,0.967,0.234,0.211
7,SHAP,18,0.388,0.434,0.97,0.265,0.279
7,SHAP,19,0.341,0.426,0.129,0.218,0.464
7,SHAP,20,0.241,0.45,0.922,0.271,0.26
7,SHAP,21,0.339,0.408,0.955,0.269,0.265
7,SHAP,22,0.293,0.418,0.966,0.118,0.216
7,SHAP,23,0.198,0.412,0.119,0.19,0.42
7,SHAP,24,0.211,0.419,0.147,0.193,0.419
7,SHAP,25,0.209,0.448,0.116,0.289,0.458
7,SHAP,26,0.133,0.419,0.973,0.151,0.182
7,SHAP,27,0.196,0.44,0.138,0.291,0.447
7,SHAP,28,0.162,0.398,0.883,0.145,0.205
7,SHAP,29,0.136,0.457,0.782,0.182,0.248
7,SHAP,30,0.045,0.478,0.194,0.18,0.377
7,SHAP,31,0.403,0.45,0.081,0.352,0.531
7,SHAP,32,0.137,0.483,0.213,0.343,0.437
7,SHAP,33,0.362,0.503,0.14,0.253,0.494
7,SHAP,34,0.447,0.508,0.148,0.28,0.522
7,SHAP,35,0.333,0.474,0.093,0.243,0.489
7,SHAP,36,0.257,0.448,0.131,0.244,0.454
7,SHAP,37,0.334,0.487,0.082,0.387,0.532
7,SHAP,38,0.321,0.416,0.198,0.262,0.45
7,SHAP,39,0.009,0.39,0.956,0.154,0.149
7,SHAP,40,0.228,0.418,0.845,0.213,0.254
7,SHAP,41,0.216,0.501,0.917,0.193,0.248
7,SHAP,42,0.331,0.469,0.103,0.294,0.498
7,SHAP,43,0.113,0.413,0.98,0.419,0.241
7,SHAP,44,0.286,0.428,0.956,0.273,0.258
7,SHAP,45,0.101,0.412,0.946,0.116,0.171
7,SHAP,46,0.062,0.441,0.976,0.161,0.172
7,SHAP,47,0.175,0.476,0.178,0.233,0.427
7,SHAP,48,0.293,0.508,0.966,0.294,0.282
7,SHAP,49,0.24,0.463,0.067,0.188,0.456
7,SHAP,50,0.267,0.451,0.065,0.202,0.464
7,SHAP,51,0.156,0.405,0.939,0.3,0.231
7,SHAP,52,0.229,0.575,0.067,0.291,0.507
7,SHAP,53,0.121,0.405,0.944,0.155,0.184
7,SHAP,54,0.033,0.444,0.946,0.108,0.16
7,SHAP,55,0.467,0.422,0.86,0.259,0.322
7,SHAP,56,0.235,0.449,0.983,0.217,0.23
7,SHAP,57,0.207,0.406,0.217,0.156,0.388
7,SHAP,58,0.166,0.413,0.88,0.187,0.222
7,SHAP,59,0.115,0.427,0.132,0.185,0.399
7,SHAP,60,0.143,0.49,0.137,0.141,0.409
7,SHAP,61,0.382,0.435,0.919,0.293,0.298
7,SHAP,62,0.142,0.422,0.915,0.127,0.194
7,SHAP,63,0.228,0.399,0.13,0.136,0.408
7,SHAP,64,0.425,0.457,0.034,0.468,0.579
7,SHAP,65,0.339,0.429,0.221,0.323,0.468
7,SHAP,66,0.243,0.522,0.046,0.255,0.494
7,SHAP,67,0.167,0.38,0.893,0.251,0.226
7,SHAP,68,0.314,0.445,0.155,0.168,0.443
7,SHAP,69,0.168,0.394,0.901,0.283,0.236
7,SHAP,70,0.469,0.411,0.973,0.323,0.307
7,SHAP,71,0.169,0.445,0.873,0.307,0.262
7,SHAP,72,0.16,0.404,0.936,0.189,0.204
7,SHAP,73,0.211,0.431,0.919,0.227,0.238
7,SHAP,74,0.093,0.424,0.902,0.24,0.214
7,SHAP,75,0.514,0.492,0.121,0.161,0.511
7,SHAP,76,0.269,0.481,0.076,0.245,0.48
7,SHAP,77,0.4,0.433,0.136,0.227,0.481
7,SHAP,78,0.257,0.429,0.122,0.179,0.436
7,SHAP,79,0.264,0.452,0.874,0.188,0.257
7,SHAP,80,0.135,0.443,0.101,0.186,0.416
7,SHAP,81,0.344,0.438,0.086,0.323,0.505
7,SHAP,82,0.355,0.541,0.907,0.372,0.34
7,SHAP,83,0.098,0.466,0.259,0.208,0.378
7,SHAP,84,0.176,0.426,0.137,0.216,0.42
7,SHAP,85,0.338,0.407,0.17,0.236,0.453
7,SHAP,86,0.096,0.478,0.078,0.269,0.441
7,SHAP,87,0.216,0.463,0.138,0.249,0.448
7,SHAP,88,0.219,0.431,0.97,0.131,0.203
7,SHAP,89,0.241,0.432,0.234,0.251,0.422
7,SHAP,90,0.082,0.468,0.964,0.212,0.199
7,SHAP,91,0.133,0.43,0.114,0.254,0.426
7,SHAP,92,0.205,0.439,0.207,0.15,0.397
7,SHAP,93,0.243,0.456,0.938,0.201,0.24
7,SHAP,94,0.357,0.44,0.908,0.327,0.304
7,SHAP,95,0.047,0.417,0.963,0.175,0.169
7,SHAP,96,0.126,0.453,0.077,0.351,0.463
7,SHAP,97,0.1,0.442,0.894,0.259,0.227
7,SHAP,98,0.168,0.45,0.906,0.283,0.249
7,SHAP,99,0.077,0.44,0.948,0.134,0.176
8,GradCAM,0,1.0,0.281,0.945,0.985,0.58
8,GradCAM,1,0.999,0.269,0.393,0.975,0.712
8,GradCAM,2,1.0,0.448,0.41,0.999,0.759
8,GradCAM,3,1.0,0.516,0.245,0.988,0.815
8,GradCAM,4,1.0,0.333,0.985,0.976,0.581
8,GradCAM,5,1.0,0.423,0.837,0.98,0.641
8,GradCAM,6,1.0,0.367,0.758,0.988,0.649
8,GradCAM,7,1.0,0.274,0.462,0.959,0.692
8,GradCAM,8,1.0,0.508,0.207,0.999,0.825
8,GradCAM,9,1.0,0.286,0.29,0.935,0.733
8,GradCAM,10,1.0,0.429,0.781,0.989,0.659
8,GradCAM,11,1.0,0.548,0.416,0.997,0.782
8,GradCAM,12,1.0,0.446,0.095,0.988,0.835
8,GradCAM,13,1.0,0.373,0.17,0.984,0.797
